source_path,line,topic,keywords,excerpt,context
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,12,mass_or_fermion,fermion,| Fermion | Model F_avg | Target PDG | Error |,"10: ### Fit Quality [beta_fit_check.csv]
11: 
12: | Fermion | Model F_avg | Target PDG | Error |
13: |---------|-------------|------------|-------|
14: | u       | 1.00180    | 1.00180   | 0.00000 |"
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,30,mass_or_fermion,quark,**Method**: Geometric mean of pairwise F_ij for multi-quark states.,"28: ## 3. Hadron Extension
29: 
30: **Method**: Geometric mean of pairwise F_ij for multi-quark states.  
31: **Examples** [hadron_F_results.csv] [code_file:91]
32: "
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,33,mass_or_fermion,quark,| Hadron       | Quarks     | F_cal (β=31.62) | F_berry | PDG Trend |,"31: **Examples** [hadron_F_results.csv] [code_file:91]
32: 
33: | Hadron       | Quarks     | F_cal (β=31.62) | F_berry | PDG Trend |
34: |--------------|------------|-----------------|---------|-----------|
35: | proton_uud  | u,u,d     | **0.933**      | 0.921  | m_p=938  |"
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,58,mass_or_fermion,Yukawa;quark;top;up;yukawa,1. **β=31.62**: Amplifies geometry to match real Yukawa suppressions (d-quark topology).,"56: ## Physical Interpretation
57: 
58: 1. **β=31.62**: Amplifies geometry to match real Yukawa suppressions (d-quark topology).
59: 2. **Berry |W_ij|**: Natural monopole effects → stronger inter-generation mixing.
60: 3. **Hadrons**: F_hadron<1 explains binding; generational hierarchy emerges."
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.json,18,tau_eigenvalue,tau,"""tau"": {","16:         ""std"": 0.006871773533966165
17:       },
18:       ""tau"": {
19:         ""mean"": 1776.8580476654806,
20:         ""std"": 0.05778145208749473"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.json,23,mass_or_fermion,quark,"""quarks"": {","21:       }
22:     },
23:     ""quarks"": {
24:       ""u"": {
25:         ""mean"": 2.159990520473858,"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.json,75,tau_eigenvalue,lepton;tau,"""lepton_tau"": true,","73:     ""lepton_e"": true,
74:     ""lepton_mu"": true,
75:     ""lepton_tau"": true,
76:     ""16O_binding"": true
77:   }"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.txt,7,tau_eigenvalue,tau,tau: 1776.858048 ± 0.057781 (PDG: 1776.86),"5:   e: 0.510997 ± 0.000066 (PDG: 0.5109989461)
6:   mu: 105.658142 ± 0.006872 (PDG: 105.6583745)
7:   tau: 1776.858048 ± 0.057781 (PDG: 1776.86)
8: 
9: Quarks (mean ± std) [MeV] (u,d,s shown):"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.txt,9,mass_or_fermion,quark,"Quarks (mean ± std) [MeV] (u,d,s shown):","7:   tau: 1776.858048 ± 0.057781 (PDG: 1776.86)
8: 
9: Quarks (mean ± std) [MeV] (u,d,s shown):
10:   u: 2.159991 ± 0.000281 (PDG: 2.16)
11:   d: 4.673514 ± 0.082454 (PDG: 4.67)"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.txt,23,tau_eigenvalue,lepton;tau,"Quick checks: {'lepton_e': True, 'lepton_mu': True, 'lepton_tau': True, '16O_binding': True}","21:   208Pb: 7.844389 ± 0.231776 (ref: 7.867)
22: 
23: Quick checks: {'lepton_e': True, 'lepton_mu': True, 'lepton_tau': True, '16O_binding': True}
24: 
25: Saved results to newsm_results/newsm_results.json"
00_original_metatime/Metatime-main/documents/fa00b095.md,1,mass_or_fermion,mass;neutrino,# Neutrino Mass-Splitting Scaling Convention: Full Summary,"1: # Neutrino Mass-Splitting Scaling Convention: Full Summary
2: 
3: **Date:** January 20, 2026, 4:03 AM GMT  "
00_original_metatime/Metatime-main/documents/fa00b095.md,23,mass_or_fermion,mass,"1. **Scale on \(\Delta m^2_{31}\)** (atmospheric splitting, mass-3 to mass-1)","21: 
22: Two concrete options were evaluated:
23: 1. **Scale on \(\Delta m^2_{31}\)** (atmospheric splitting, mass-3 to mass-1)
24: 2. **Scale on \(\Delta m^2_{32}\)** (alternative atmospheric, mass-3 to mass-2)
25: "
00_original_metatime/Metatime-main/documents/fa00b095.md,24,mass_or_fermion,mass,"2. **Scale on \(\Delta m^2_{32}\)** (alternative atmospheric, mass-3 to mass-2)","22: Two concrete options were evaluated:
23: 1. **Scale on \(\Delta m^2_{31}\)** (atmospheric splitting, mass-3 to mass-1)
24: 2. **Scale on \(\Delta m^2_{32}\)** (alternative atmospheric, mass-3 to mass-2)
25: 
26: ---"
00_original_metatime/Metatime-main/documents/fa00b095.md,33,mass_or_fermion,mass;masses,"- **Simplest calibration pipeline**: Single scale factor \(s = \sqrt{\Delta m^2_{31,\text{exp}} / \Delta m^2_{31,\text{model}}}\) directly determines all physical masses.","31: 
32: - **Canonical in current notes**: *Formal_SM.pdf*, *Coherence_law_application.pdf*, *Collatz_emergence1.pdf* all use this convention explicitly.
33: - **Simplest calibration pipeline**: Single scale factor \(s = \sqrt{\Delta m^2_{31,\text{exp}} / \Delta m^2_{31,\text{model}}}\) directly determines all physical masses.
34: - **Atmospheric anchor is robust**: \(\Delta m^2_{31}\) is the primary atmospheric parameter measured in long-baseline experiments (T2K, NOvA, DUNE).
35: - **Explicit numerical reference**: \(s = 28.7198\,\text{eV}\) per model unit is hardcoded in the pipeline."
00_original_metatime/Metatime-main/documents/fa00b095.md,41,mass_or_fermion,eigenvalue;mass;up,"- **Coupling to mass-1 introduces sensitivity**: If the mass-1 baseline or \(\Delta\epsilon_1\) eigenvalue definition changes, the entire atmospheric calibration shifts.","39: - **Solar splits are undershoot**: By definition, \(\Delta m^2_{21}\) comes out as \(\sim 4.09 \times 10^{-5}\,\text{eV}^2\), a factor ~1.84 too small compared to PDG (\(7.53 \times 10^{-5}\,\text{eV}^2\)).
40: - **Requires explicit \(F_{21}\) correction**: Must introduce pairwise topology factor \(F_{21} \approx 1.357\) (or \((F_{21})^2 \approx 1.841\)) to recover solar splitting.
41: - **Coupling to mass-1 introduces sensitivity**: If the mass-1 baseline or \(\Delta\epsilon_1\) eigenvalue definition changes, the entire atmospheric calibration shifts.
42: 
43: ### Scaling on \(\Delta m^2_{32}\) — Pros"
00_original_metatime/Metatime-main/documents/fa00b095.md,45,mass_or_fermion,mass;up,"- **Decouples from mass-1 baseline**: \(\Delta m^2_{32} = \Delta m^2_{31} - \Delta m^2_{21}\) isolates the heaviest two states, reducing entanglement with solar sector.","43: ### Scaling on \(\Delta m^2_{32}\) — Pros
44: 
45: - **Decouples from mass-1 baseline**: \(\Delta m^2_{32} = \Delta m^2_{31} - \Delta m^2_{21}\) isolates the heaviest two states, reducing entanglement with solar sector.
46: - **Directly relevant for resonance physics**: DUNE CP-resonance condition depends explicitly on \(m^2_{32}L / 4E\); scaling on \(\Delta m^2_{32}\) makes resonance predictions more transparent.
47: - **Avoids two-stage corrections**: One could in principle calibrate \(\Delta m^2_{32}\) directly and compute \(\Delta m^2_{21}\) as a derived quantity."
00_original_metatime/Metatime-main/documents/fa00b095.md,52,mass_or_fermion,mass;up,"- **Requires more algebraic rewrites**: Changing from \(\Delta m^2_{31}\) to \(\Delta m^2_{32}\) requires updating calibration formulas and ensuring consistency with mass-1, mass-2, mass-3 definitions.","50: 
51: - **Not used in current pipeline**: None of the primary calibration documents (*Formal_SM.pdf*, *Coherence_law_application.pdf*) adopt this as default.
52: - **Requires more algebraic rewrites**: Changing from \(\Delta m^2_{31}\) to \(\Delta m^2_{32}\) requires updating calibration formulas and ensuring consistency with mass-1, mass-2, mass-3 definitions.
53: - **Hides solar-atmospheric link**: Phenomenologically, the solar splitting depends sensitively on matter effects and mixing; decoupling it complicates global fits.
54: "
00_original_metatime/Metatime-main/documents/fa00b095.md,69,tau_eigenvalue,eigenvalue;tau,"- \(\Delta m^2_{31,\text{model}} = 3.0604 \times 10^{-6}\) model units is computed from emergent eigenvalues \(\tau_i \in \{0.02, 0.05, 0.10\}\) via the power law \(m^{\text{model}}_i = \phi(1+I_0) \tau_i^{\alpha}\) with \(\alpha=2.97\).","67: **where:**
68: - \(\Delta m^2_{31,\text{exp}} = 2.524 \times 10^{-3}\,\text{eV}^2\) is the PDG 2024 global-fit value (normal ordering).
69: - \(\Delta m^2_{31,\text{model}} = 3.0604 \times 10^{-6}\) model units is computed from emergent eigenvalues \(\tau_i \in \{0.02, 0.05, 0.10\}\) via the power law \(m^{\text{model}}_i = \phi(1+I_0) \tau_i^{\alpha}\) with \(\alpha=2.97\).
70: 
71: **Physical neutrino masses are then:**"
00_original_metatime/Metatime-main/documents/fa00b095.md,71,mass_or_fermion,mass;masses;neutrino,**Physical neutrino masses are then:**,"69: - \(\Delta m^2_{31,\text{model}} = 3.0604 \times 10^{-6}\) model units is computed from emergent eigenvalues \(\tau_i \in \{0.02, 0.05, 0.10\}\) via the power law \(m^{\text{model}}_i = \phi(1+I_0) \tau_i^{\alpha}\) with \(\alpha=2.97\).
70: 
71: **Physical neutrino masses are then:**
72: 
73: $$"
00_original_metatime/Metatime-main/documents/fa00b095.md,86,tau_eigenvalue,tau,"\Delta m^2_{21,\text{corrected}} = s^2 (\tau_2^2 - \tau_1^2) (F_{21})^2","84: 
85: $$
86: \Delta m^2_{21,\text{corrected}} = s^2 (\tau_2^2 - \tau_1^2) (F_{21})^2
87: $$
88: "
00_original_metatime/Metatime-main/documents/fa00b095.md,135,tau_eigenvalue,tau,| State | \(\tau_i\) | \(m_i^{\text{model}}\) (model units) | \(m_i^{\text{phys}}\) (eV) | Notes |,"133: ### Final Physical Masses (with calibration \(s = 28.7198\,\text{eV}\))
134: 
135: | State | \(\tau_i\) | \(m_i^{\text{model}}\) (model units) | \(m_i^{\text{phys}}\) (eV) | Notes |
136: |-------|-----------|--------------------------------------|--------------------------|-------|
137: | \(\nu_1\) | 0.02 | \(1.4687 \times 10^{-5}\) | \(4.218 \times 10^{-4}\) | By definition \(m_1 < m_2 < m_3\) (NO) |"
00_original_metatime/Metatime-main/documents/fa00b095.md,252,white_thread,White-Thread;top,> **Solar splitting recovery:** \(\Delta m^2_{21}\) is undershoot (factor ~1.84) without pairwise correction; recovered via \(F_{21} \approx 1.357\) encoding white-thread topological coherence \(\Omega_{21} \approx 0.931\).,"250: > **Physical neutrino masses:** \(m_i^{\text{phys}} = s \cdot m_i^{\text{model}}\).
251: > 
252: > **Solar splitting recovery:** \(\Delta m^2_{21}\) is undershoot (factor ~1.84) without pairwise correction; recovered via \(F_{21} \approx 1.357\) encoding white-thread topological coherence \(\Omega_{21} \approx 0.931\).
253: > 
254: > **Alternative scalings** (solar-anchor or \(\Delta m^2_{32}\)-anchor) can be derived by recomputing \(s_{\text{alt}}\) and \(F_{ij}\) hierarchies, but current baseline remains atmospheric-anchor for consistency with project documents and calibration tables."
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,183,white_thread,White-Thread;up,### PRIORITY 5 — White-thread coupling equations,"181: 4. pairwise transport between cycles
182: 
183: ### PRIORITY 5 — White-thread coupling equations
184: Only after holonomy is established should the repo derive:
185: 1. white-thread path definition"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,185,white_thread,White-Thread,1. white-thread path definition,"183: ### PRIORITY 5 — White-thread coupling equations
184: Only after holonomy is established should the repo derive:
185: 1. white-thread path definition
186: 2. pairwise coupling operator `W_ij`
187: 3. magnitude/phase decomposition"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,190,mass_or_fermion,mass,### PRIORITY 6 — Mass and spectral equations,"188: 4. effective correction factors from transport
189: 
190: ### PRIORITY 6 — Mass and spectral equations
191: After the previous layers are fixed:
192: 1. definition of spectral quantity `λ_i`"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,193,mass_or_fermion,mass,2. model-space mass equation,"191: After the previous layers are fixed:
192: 1. definition of spectral quantity `λ_i`
193: 2. model-space mass equation
194: 3. family exponent logic
195: 4. calibration-scale logic"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,202,mass_or_fermion,quark,3. light quarks,"200: 1. neutrinos
201: 2. charged leptons
202: 3. light quarks
203: 4. heavy quarks
204: 5. hadrons"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,203,mass_or_fermion,quark,4. heavy quarks,"201: 2. charged leptons
202: 3. light quarks
203: 4. heavy quarks
204: 5. hadrons
205: 6. cosmology / Λ / H0 / CMB"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,256,white_thread,White-Thread,7. derive holonomy / white-thread layer,"254: 5. derive minimal geometry and transport
255: 6. derive arithmetic-to-spectrum bridge
256: 7. derive holonomy / white-thread layer
257: 8. derive masses and sectors
258: 9. derive phenomenology last"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,257,mass_or_fermion,mass;masses,8. derive masses and sectors,"255: 6. derive arithmetic-to-spectrum bridge
256: 7. derive holonomy / white-thread layer
257: 8. derive masses and sectors
258: 9. derive phenomenology last
259: "
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,53,white_thread,White-Thread,"**Observed content:** `Metatime_Framework(1).py`, `Standard Model/`, `PBH/`, `Toy-Model White-Thread Matrix F_ij — Next Steps/`.","51: 
52: ### `simulations/`
53: **Observed content:** `Metatime_Framework(1).py`, `Standard Model/`, `PBH/`, `Toy-Model White-Thread Matrix F_ij — Next Steps/`.  
54: **Classification:** simulation and exploratory executable layer  
55: **Assessment:** this is not foundational canon. It contains strong exploratory downstream content.  "
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,149,white_thread,White-Thread;down,"`ResChem/`, PBH-related work, and some white-thread toy-model pipelines should remain clearly marked as downstream exploratory material.","147: 
148: ### Priority D — isolate exploratory sector branches
149: `ResChem/`, PBH-related work, and some white-thread toy-model pipelines should remain clearly marked as downstream exploratory material.
150: 
151: ---"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,21,mixing,PMNS,# Kąty mieszania PMNS [rad],"19: # Energia neutrina [GeV]
20: E = 0.01  # ~10 MeV (neutrina z supernowej)
21: # Kąty mieszania PMNS [rad]
22: theta12 = np.deg2rad(33.4)
23: theta23 = np.deg2rad(49.0)"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,37,mixing,PMNS,# 2. MACIERZ PMNS,"35: 
36: # ============================================================================
37: # 2. MACIERZ PMNS
38: # ============================================================================
39: def construct_pmns(theta12, theta23, theta13, delta):"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,39,mixing,PMNS,"def construct_pmns(theta12, theta23, theta13, delta):","37: # 2. MACIERZ PMNS
38: # ============================================================================
39: def construct_pmns(theta12, theta23, theta13, delta):
40:     """"""Zwraca unitarną macierz mieszania PMNS.""""""
41:     c12, s12 = np.cos(theta12), np.sin(theta12)"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,40,mixing,PMNS,"""""""Zwraca unitarną macierz mieszania PMNS.""""""","38: # ============================================================================
39: def construct_pmns(theta12, theta23, theta13, delta):
40:     """"""Zwraca unitarną macierz mieszania PMNS.""""""
41:     c12, s12 = np.cos(theta12), np.sin(theta12)
42:     c23, s23 = np.cos(theta23), np.sin(theta23)"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,58,mixing,PMNS,"U = construct_pmns(theta12, theta23, theta13, delta_cp)","56:     return U
57: 
58: U = construct_pmns(theta12, theta23, theta13, delta_cp)
59: U_dag = U.conj().T
60: "
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,111,mass_or_fermion,mass,H_mass = U @ (M2 / (2 * E * 1e9)) @ U_dag  # M2/(2E) w jednostkach eV -> GeV,"109:     H(λ) = U·M²/(2E)·U† + ε·\hat{T}(λ)
110:     """"""
111:     H_mass = U @ (M2 / (2 * E * 1e9)) @ U_dag  # M2/(2E) w jednostkach eV -> GeV
112:     T_op = time_operator(phi, T)
113:     # Rozszerzamy T_op do przestrzeni 3x3 (dla 3 zapachów) przez sumę prostą"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,117,mass_or_fermion,mass,H = H_mass + epsilon * T_op_ext,"115:     T_op_ext[:2, :2] = T_op  # zakładamy, że T działa na pierwsze dwa stany zapachowe
116:     T_op_ext[2, 2] = np.trace(T_op) / 2.0  # ślad dla trzeciego stanu
117:     H = H_mass + epsilon * T_op_ext
118:     return H
119: "
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,248,tau_eigenvalue,tau,"amp_tau = U[:, 2].conj().T @ psi_final","246:     # Amplitudy w bazie zapachowej
247:     amp_mu = U[:, 1].conj().T @ psi_final
248:     amp_tau = U[:, 2].conj().T @ psi_final
249:     P_mu = np.abs(amp_mu)**2
250:     P_tau = np.abs(amp_tau)**2"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,250,tau_eigenvalue,tau,P_tau = np.abs(amp_tau)**2,"248:     amp_tau = U[:, 2].conj().T @ psi_final
249:     P_mu = np.abs(amp_mu)**2
250:     P_tau = np.abs(amp_tau)**2
251:     return P_mu.item(), P_tau.item()
252: "
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,251,tau_eigenvalue,tau,"return P_mu.item(), P_tau.item()","249:     P_mu = np.abs(amp_mu)**2
250:     P_tau = np.abs(amp_tau)**2
251:     return P_mu.item(), P_tau.item()
252: 
253: P_nu_mu, P_nu_tau = oscillation_probabilities(psi_final_nu, U)"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,253,tau_eigenvalue,tau,"P_nu_mu, P_nu_tau = oscillation_probabilities(psi_final_nu, U)","251:     return P_mu.item(), P_tau.item()
252: 
253: P_nu_mu, P_nu_tau = oscillation_probabilities(psi_final_nu, U)
254: P_anu_mu, P_anu_tau = oscillation_probabilities(psi_final_anu, U)
255: "
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,254,tau_eigenvalue,tau,"P_anu_mu, P_anu_tau = oscillation_probabilities(psi_final_anu, U)","252: 
253: P_nu_mu, P_nu_tau = oscillation_probabilities(psi_final_nu, U)
254: P_anu_mu, P_anu_tau = oscillation_probabilities(psi_final_anu, U)
255: 
256: print(f""P(ν_e → ν_μ) = {P_nu_mu:.6f}"")"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,257,tau_eigenvalue,tau,"print(f""P(ν_e → ν_τ) = {P_nu_tau:.6f}"")","255: 
256: print(f""P(ν_e → ν_μ) = {P_nu_mu:.6f}"")
257: print(f""P(ν_e → ν_τ) = {P_nu_tau:.6f}"")
258: print(f""P(ν̄_e → ν̄_μ) = {P_anu_mu:.6f}"")
259: print(f""P(ν̄_e → ν̄_τ) = {P_anu_tau:.6f}"")"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,259,tau_eigenvalue,tau,"print(f""P(ν̄_e → ν̄_τ) = {P_anu_tau:.6f}"")","257: print(f""P(ν_e → ν_τ) = {P_nu_tau:.6f}"")
258: print(f""P(ν̄_e → ν̄_μ) = {P_anu_mu:.6f}"")
259: print(f""P(ν̄_e → ν̄_τ) = {P_anu_tau:.6f}"")
260: print(f""ΔP_CP (ν_μ) = {P_nu_mu - P_anu_mu:.6f}"")
261: print(f""ΔP_CP (ν_τ) = {P_nu_tau - P_anu_tau:.6f}"")"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,261,tau_eigenvalue,tau,"print(f""ΔP_CP (ν_τ) = {P_nu_tau - P_anu_tau:.6f}"")","259: print(f""P(ν̄_e → ν̄_τ) = {P_anu_tau:.6f}"")
260: print(f""ΔP_CP (ν_μ) = {P_nu_mu - P_anu_mu:.6f}"")
261: print(f""ΔP_CP (ν_τ) = {P_nu_tau - P_anu_tau:.6f}"")
262: 
263: # ============================================================================"
31_debt9_sector_basis_white_thread_operator_v3_3/results/ckm_relative_basis_skeleton_v3_3.csv,1,mass_or_fermion,CKM;down;fermion;up,"up_fermion,down_fermion,up_basis_axis,down_basis_axis,same_generation,same_sector_family,heavy_bridge,basis_relation_type,white_thread_required,ckm_numeric_value_allowed_here,pdg_input_used","1: up_fermion,down_fermion,up_basis_axis,down_basis_axis,same_generation,same_sector_family,heavy_bridge,basis_relation_type,white_thread_required,ckm_numeric_value_allowed_here,pdg_input_used
2: u,d,up_light_basis,down_light_basis,True,True,False,relative_Berry_phase_rotation_skeleton,False,False,False
3: u,s,up_light_basis,down_light_basis,False,True,False,relative_Berry_phase_rotation_skeleton,False,False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,1,mass_or_fermion,fermion;mass,"fermion,generation,sm_class,sector_id,basis_axis,basis_mode,seed_channel,mass_anchor_eligible,mass_value_used_here","1: fermion,generation,sm_class,sector_id,basis_axis,basis_mode,seed_channel,mass_anchor_eligible,mass_value_used_here
2: e,1,charged_lepton,charged_lepton,lepton_basis,charged_lepton_first_harmonic_candidate,""(3,5)"",True,False
3: mu,2,charged_lepton,charged_lepton,lepton_basis,charged_lepton_base_mode_candidate,""(3,5)"",False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,4,tau_eigenvalue,lepton;tau,"tau,3,charged_lepton,charged_lepton,lepton_basis,charged_lepton_high_mode_candidate,""(3,5)"",False,False","2: e,1,charged_lepton,charged_lepton,lepton_basis,charged_lepton_first_harmonic_candidate,""(3,5)"",True,False
3: mu,2,charged_lepton,charged_lepton,lepton_basis,charged_lepton_base_mode_candidate,""(3,5)"",False,False
4: tau,3,charged_lepton,charged_lepton,lepton_basis,charged_lepton_high_mode_candidate,""(3,5)"",False,False
5: nu1,1,neutrino,neutrino,neutrino_pair_basis,pairwise_coherence_mode_candidate,""(5,7)"",False,False
6: nu2,2,neutrino,neutrino,neutrino_pair_basis,pairwise_coherence_mode_candidate,""(5,7)"",False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,8,mass_or_fermion,quark;up,"u,1,up_quark,light_quark,up_light_basis,light_up_cycle_candidate,""(11,13)"",False,False","6: nu2,2,neutrino,neutrino,neutrino_pair_basis,pairwise_coherence_mode_candidate,""(5,7)"",False,False
7: nu3,3,neutrino,neutrino,neutrino_pair_basis,pairwise_coherence_mode_candidate,""(5,7)"",False,False
8: u,1,up_quark,light_quark,up_light_basis,light_up_cycle_candidate,""(11,13)"",False,False
9: d,1,down_quark,light_quark,down_light_basis,light_down_cycle_candidate,""(11,13)"",False,False
10: s,2,down_quark,light_quark,down_light_basis,light_strange_beta_resonance_candidate_quarantined,""(11,13)"",False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,9,mass_or_fermion,down;quark,"d,1,down_quark,light_quark,down_light_basis,light_down_cycle_candidate,""(11,13)"",False,False","7: nu3,3,neutrino,neutrino,neutrino_pair_basis,pairwise_coherence_mode_candidate,""(5,7)"",False,False
8: u,1,up_quark,light_quark,up_light_basis,light_up_cycle_candidate,""(11,13)"",False,False
9: d,1,down_quark,light_quark,down_light_basis,light_down_cycle_candidate,""(11,13)"",False,False
10: s,2,down_quark,light_quark,down_light_basis,light_strange_beta_resonance_candidate_quarantined,""(11,13)"",False,False
11: c,2,up_quark,heavy_quark,up_heavy_basis,heavy_charm_cycle_candidate,""(101,103)"",False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,10,mass_or_fermion,down;quark;strange,"s,2,down_quark,light_quark,down_light_basis,light_strange_beta_resonance_candidate_quarantined,""(11,13)"",False,False","8: u,1,up_quark,light_quark,up_light_basis,light_up_cycle_candidate,""(11,13)"",False,False
9: d,1,down_quark,light_quark,down_light_basis,light_down_cycle_candidate,""(11,13)"",False,False
10: s,2,down_quark,light_quark,down_light_basis,light_strange_beta_resonance_candidate_quarantined,""(11,13)"",False,False
11: c,2,up_quark,heavy_quark,up_heavy_basis,heavy_charm_cycle_candidate,""(101,103)"",False,False
12: b,3,down_quark,heavy_quark,down_heavy_basis,heavy_bottom_cycle_candidate,""(101,103)"",False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,11,mass_or_fermion,charm;quark;up,"c,2,up_quark,heavy_quark,up_heavy_basis,heavy_charm_cycle_candidate,""(101,103)"",False,False","9: d,1,down_quark,light_quark,down_light_basis,light_down_cycle_candidate,""(11,13)"",False,False
10: s,2,down_quark,light_quark,down_light_basis,light_strange_beta_resonance_candidate_quarantined,""(11,13)"",False,False
11: c,2,up_quark,heavy_quark,up_heavy_basis,heavy_charm_cycle_candidate,""(101,103)"",False,False
12: b,3,down_quark,heavy_quark,down_heavy_basis,heavy_bottom_cycle_candidate,""(101,103)"",False,False
13: t,3,up_quark,heavy_quark,up_heavy_basis,heavy_top_resonant_cycle_candidate,""(101,103)"",False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,12,mass_or_fermion,bottom;down;quark,"b,3,down_quark,heavy_quark,down_heavy_basis,heavy_bottom_cycle_candidate,""(101,103)"",False,False","10: s,2,down_quark,light_quark,down_light_basis,light_strange_beta_resonance_candidate_quarantined,""(11,13)"",False,False
11: c,2,up_quark,heavy_quark,up_heavy_basis,heavy_charm_cycle_candidate,""(101,103)"",False,False
12: b,3,down_quark,heavy_quark,down_heavy_basis,heavy_bottom_cycle_candidate,""(101,103)"",False,False
13: t,3,up_quark,heavy_quark,up_heavy_basis,heavy_top_resonant_cycle_candidate,""(101,103)"",False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/fermion_sector_basis_assignment_v3_3.csv,13,mass_or_fermion,quark;top;up,"t,3,up_quark,heavy_quark,up_heavy_basis,heavy_top_resonant_cycle_candidate,""(101,103)"",False,False","11: c,2,up_quark,heavy_quark,up_heavy_basis,heavy_charm_cycle_candidate,""(101,103)"",False,False
12: b,3,down_quark,heavy_quark,down_heavy_basis,heavy_bottom_cycle_candidate,""(101,103)"",False,False
13: t,3,up_quark,heavy_quark,up_heavy_basis,heavy_top_resonant_cycle_candidate,""(101,103)"",False,False"
33_debt10_white_thread_open_holonomy_preckm_v3_5/METATIME_SM_WHITE_THREAD_OPEN_HOLONOMY_PRECKM_v3_5.md,1,mixing,CKM;White-Thread,# METATIME SM — Debt 10 / Debt 9 / Debt 11 White-Thread Open Holonomy Pre-CKM Operator v3.5,"1: # METATIME SM — Debt 10 / Debt 9 / Debt 11 White-Thread Open Holonomy Pre-CKM Operator v3.5
2: 
3: Generated: 2026-06-19T22:30:44Z"
33_debt10_white_thread_open_holonomy_preckm_v3_5/METATIME_SM_WHITE_THREAD_OPEN_HOLONOMY_PRECKM_v3_5.md,7,mixing,CKM,**Gate:** `PRE_CKM_OPEN_HOLONOMY_OPERATOR_PASS`,"5: ## Status
6: 
7: **Gate:** `PRE_CKM_OPEN_HOLONOMY_OPERATOR_PASS`  
8: **Epistemic class:** structural pre-CKM operator, not numerical CKM.  
9: **Repo discipline:** append-only relative to v3.4; no nested archives; no mass rescore in this module."
